company_name,profile_url,company_web_site_url,location,tags,short_description,founding_date,founders,employee_range,emails,phones,description
Aroma Bit Inc.,https://e27.co/aroma-bit-inc,http://www.aromabit.com/,Japan,"[[""Internet of Things"",""Agency & Consulting""]]","They envision a world where invisible odor/aroma is visualized through their odor/aroma imaging sensor, realizing a disruptive innovative services using their sensor.", , , , , , 
goNguide,https://e27.co/gonguide,http://www.gonguide.com/,Indonesia,"[[""Travel""]]","goNguide provides a platform that links travel agents and tour leaders. it will also minimize the amount of papers that tour leaders have to carry,", , , , , , 
CanisnFelis,https://e27.co/canisnfelis,http://www.canisnfelis.com/,Indonesia,"[[""Design "",""Gaming"",""Information & Communications Technology""]]","CanisnFelis are providing a wide variety of professional services to Small and Midsize Businesses, from Website Design and Development, Flash Design and Animation etc.", , , , , , 
FindusLawyers.Org,https://e27.co/finduslawyers-org,http://www.finduslawyers.org/,United States of America,,"Find US Lawyers Directory is extremely easy, effective, and affordable way for attorneys and law firms to advertise on the Internet and promote their brand.", , , , , , 
Dreamlabs Innovation,https://e27.co/dreamlabs-innovation,http://www.dreamlabs.sg,Singapore,,"We are a $50 million fund established to invest in companies, leaders, and ideas that positively impact the lives of people. Our aim is to work with entrepreneurs who seek to invent new markets.", , , , , , 
Waresix,https://e27.co/waresix,https://waresix.com/,Indonesia,"[[""Logistics\/Supply Chain""]]","They are here to assist you in leveraging industry scale, creating unprecedented flexibility in your operations and transforming your supply chain into a competitive advantage.", , , , , , 
YCo,https://e27.co/yco,http://www.yco.io,Singapore,"[[""Enterprise Solution"",""Media"",""Advertising"",""Platform""]]","YCo, the new coworking intiative from YDMG Korea that believes in the power to bring the best entrepreneurs in Asia together. 
Cocreate. Connect. Collaborate.", , , , , , 
Whizz Education,https://e27.co/whizz-education,http://www.whizz.com,United Kingdom,,"Whizz Education delivers effective personalised tutoring and learning to captivated children worldwide, while delivering increased confidence and achievement in maths.", , , , , , 
LEH LEH Sports,https://e27.co/leh-leh-sports,http://lehlehsports.com/,India,"[[""Sports""]]",LEH LEH Sports creates easy access to sports for individual and corporate., , , , , , 
Payboy Pte. Ltd.,https://e27.co/payboy,https://payboy.biz,Singapore,"[[""Finance"",""Enterprise Solution"",""Agency & Consulting""]]",Payboy reinvents Human Resource Management for present-day SMEs. We help shed off massive amount of time used in HR administrative and paperwork. We make HR lean in every company., , , , , , 
Academy Inks,https://e27.co/academy-inks,http://www.academyinks.com/,South Korea,"[[""Education""]]",Academy Inks provides fun activities and services for English Academies and School in South Korea., , , , , , 
Piing Pte Ltd,https://e27.co/piing-pte-ltd,https://piing.com.sg,Singapore, ,, , , , , , 
Tyremarket Pvt. Ltd.,https://e27.co/tyremarket-pvt-ltd,https://www.tyremarket.com/,India,,"Online market place for buy and sell tyre online at discount price. Bring together consumers and dealers of automobile tyres, tubes and alloy wheels to create a friendly, informed and beneficial envir", , , , , , 
Maple Inc - Study Overseas,https://e27.co/maple-inc,https://meoverseas.com/,India,"[[""Consulting"",""Education""]]",Maple Inc providing opportunity to students where they can gain from their education overseas. We help students towards their chosen career paths at the destinations of their choices., , , , , , 
Genie8,https://e27.co/genie8,http://genie8.com/,Australia,"[[""Big Data"",""Enterprise Solution""]]","Genie8 is a new cloud based digital information engine, increasing productivity by instantly and automatically detecting changes in any type of online data.", , , , , , 
PlayCez,https://e27.co/playcez,http://www.playcez.com/,India,"[[""Mobile"",""Software as a Service"",""Travel"",""Information & Communications Technology""]]","PlayCez is built a scalable platform which uses proprietary algorithms to capture, analyse and recommend this information. They are currently covering 11 major cities in India.", , , , , , 
Izifly corp lp,https://e27.co/izifly-corp-lp,http://www.izifly.com,United Kingdom,"[[""Travel""]]","Online travel agency for flights, hotels, car rental ticket booking", , , , , , 
Shoot 'N' Sell,https://e27.co/shoot-n-sell,http://shootnsell.co/,Philippines,"[[""Advertising"",""E-commerce"",""Mobile"",""Software as a Service"",""Information & Communications Technology""]]",Shoot‘N’Sell aims to tap into the growing ecommerce market in the Philippines by creating a mobile photo advertisement app for online merchants., , , , , , 
Brain9D,https://e27.co/brain9d,http://Brain9d.com,Malaysia,"[[""Big Data"",""Healthtech"",""Medtech""]]","Empowering people to assess, monitor, track and manage their brain and mental health - Keeping You Mentally Healthy", , , , , , 
Cityfarm,https://e27.co/cityfarm,https://cityfarm.my/,Malaysia,"[[""Agritech"",""Food & Beverage""]]",CityFarm Malaysia is a newly-founded organization whose objective is to inspire more city farmers with the ability to grow locally from anywhere for a more sustainable future of food production., , , , , , 
Insightz Survey,https://e27.co/insightz-survey,http://insightzclub.com/,Malaysia,,The founding team consists of professionals with senior management level experience in market research & analytics across Asia-Pacific, , , , , , 
VE CLEAN,https://e27.co/ve-clean,,India,"[[""Social Enterprise""]]","VE-CLEAN is a Madurai Based Start-up, providing professional Cleaning service to households and commercial establishments.", , , , , , 
Workosaur,https://e27.co/workosaur,http://www.workosaur.com/,India,"[[""Advertising"",""Human Resources"",""Information & Communications Technology""]]",Workosaur.com is a free job board for senior positions i.e. jobs that pay more than Rs. 10+ lakh per annum. , , , , , , 
Geraiku ID,https://e27.co/geraiku,https://geraiku.store,Indonesia,"[[""E-commerce"",""Enterprise Solution"",""Mobile"",""Retail""]]","Geraiku provides equal access to customer, capital and mobile technology to traditional grocery stores by elevating them against business disruption.", , , , , , 
Ixpress647 Logistics,https://e27.co/ixpress647-logistics,http://www.ixpress647.com,Singapore,"[[""Logistics\/Supply Chain"",""Transportation""]]","At Singapore Courier Service Ixpress647, we provide same day / half day and urgent deliveries throughout Singapore. What sets us apart from others is we do not take any commission from our drivers.", , , , , , 
Camp Mobile,https://e27.co/camp-mobile,http://www.campmobile.com/,South Korea,"[[""Mobile"",""Software as a Service"",""Agency & Consulting""]]",Camp Mobile is on special camping to the better mobile world. They aim to provide valuable mobile experiences to users all around the world. , , , , , , 
Ydigital Asia,https://e27.co/ydigital-asia,https://ydigital.asia/,Indonesia,"[[""Agency & Consulting"",""Advertising""]]",, , , , , , 
Med Code Data,https://e27.co/medcodedata,https://medcodedata.com,United States of America,"[[""Enterprise Solution"",""Big Data"",""Healthtech"",""Advertising"",""Agency & Consulting"",""Information & Communications Technology""]]","MedCodeData.com offers a gigantic database of medical codes to the public at zero cost. You can lookup information of any medical codes (ICD, ATC, NDC, HCPCS, CPT)", , , , , , 
MattsenKumar LLC,https://e27.co/mattsenkumar-llc,https://www.mattsenkumar.com/,United States of America,,"For more than 15 years, MattsenKumar has been a pioneer in establishing and transforming contact center operations for leading organizations across the globe.", , , , , , 
Action Group (Pte.) Ltd,https://e27.co/action-group-pte-ltd,http://www.actionmedia.sg,Singapore,"[[""Advertising"",""E-commerce"",""Media"",""Mobile"",""Travel"",""Information & Communications Technology""]]",, , , , , , 
RiteTag,https://e27.co/ritetag,http://ritetag.com/,Japan,"[[""Big Data"",""Advertising"",""Information & Communications Technology""]]","RiteTag identifies hashtags that got results and leads you to use them more, continually refining your smart-tagging.", , , , , , 
Pitch Clear,https://e27.co/pitch-clear,http://www.pitchclear.com/,Indonesia,"[[""Platform""]]","THIS IS FOR person, profession, product, service, organization or event WHO were not always or never had a chance to pitching their ideas to journalists, investors, partners, or potential clients.", , , , , , 
Uitox Global,https://e27.co/uitox-global,http://www.uitox.com/c/web/uitox/index.html,Taiwan,"[[""E-commerce""]]","Uitox is a global e-commerce group, providing the following services in cities around the world.", , , , , , 
Vishraam Builders,https://e27.co/vishraam-builders,http://www.vishraam.com/,India,"[[""Architecture & Construction"",""Real Estate""]]","Vishraam Builders is one of the best and trusted builders in Thrissur provides eco-friendly apartments in Guruvayur, Thrissur and Palakkad. Good location and astounding amenities offer.", , , , , , 
Eazytec,https://e27.co/eazytec,http://www.eazytec.com/,China,"[[""Enterprise Solution"",""Big Data""]]",Jiangsu-based Eazytec is a smart city developer and service provider with proprietary core firmware (BIOS) technology., , , , , , 
ANMEZ,https://e27.co/anmez,http://www.anmez.com/en,Hong Kong,"[[""Consumer"",""Healthtech""]]",The invention and promotion of eco-testers and instruments for measuring the quality of life and food., , , , , , 
OpenTable,https://e27.co/opentable,http://opentable.com/,Singapore,"[[""E-commerce"",""Mobile"",""Software as a Service"",""Information & Communications Technology""]]","OpenTable is a leading provider of free, real-time online restaurant reservations for diners and reservation and guest management solutions for restaurants.", , , , , , 
Qseap Technologies,https://e27.co/qseap-technologies,http://www.qseap.com/,India,"[[""Cybersecurity"",""Agency & Consulting"",""Software as a Service""]]",Qseap Technologies Pvt. Ltd. is a Customer focused IT firm whose primary point of focus is the growth in business of the Enterprise Organizations. , , , , , , 
21fools,https://e27.co/21fools,http://21fools.com/,India,"[[""Agritech"",""Design "",""E-commerce"",""Information & Communications Technology""]]",Plantable seed paper products that bloom into flowers when planted., , , , , , 
Vault Labs,https://e27.co/vault-labs,http://Vaultlabs.com,Singapore,"[[""Agency & Consulting"",""Big Data"",""Advertising""]]",Vault Labs is a digital growth marketing company that helps Ecommerce and Regional Brands build their customer growth from IDEAS to EXECUTION., , , , , , 
EventClique,https://e27.co/eventclique,https://www.eventclique.com/,Singapore,"[[""Entertainment"",""Advertising"",""Enterprise Solution"",""Information & Communications Technology""]]","eventCliQue is a unique social ticketing gateway that brings together show promoters, event organisers, venue partners, marketers and event-goers across Asia. 
", , , , , , 
POFI Technologies,https://e27.co/pofi-technologies,http://homestaydnn.com/,India,,, , , , , , 
Toimisto-hotelli.fi,https://e27.co/toimisto-hotelli-fi,https://www.toimisto-hotelli.fi/,Finland,,Toimisto-hotelli.fi offers a comprehensive database and an overview of offices in Finland., , , , , , 
Kata.ai,https://e27.co/kata-ai,http://kata.ai/,Indonesia,"[[""Internet of Things"",""Agency & Consulting""]]","We Walk the Talk. Suited with Natural Language Processing (NLP) technology, Kata.ai is a service which provides intelligent chatbot who speaks and understands Indonesian language.", , , , , , 
Icertis,https://e27.co/icertis,http://www.icertis.com/,India,"[[""Enterprise Solution"",""Software as a Service""]]",Icertis is the leading provider of enterprise contract management software in the Microsoft Cloud. T, , , , , , 
Upshotly,https://e27.co/upshotly,https://www.upshotly.com,India,,Upshotly helps simplify employee performance management for fast-growing businesses., , , , , , 
TreePlanet,https://e27.co/treeplanet,http://treepla.net/,South Korea,"[[""Gaming"",""Mobile"",""Agency & Consulting""]]",Tree Planet 3 is an adventure-based mobile game developed by TreePlanet., , , , , , 
BmCoder,https://e27.co/bmcoder,https://www.bmcoder.com,India,,Web development company in Ahmedabad - Gujarat, , , , , , 
Rokid Corporation,https://e27.co/rokid-corporation,https://www.rokid.com/,China,,"Established in July 2014, Rokid specialises in robotics research and AI development. The firm essentially provides voice-interactive access to weather, smart home automation, music, radio, weather...", , , , , , 
WeNirman Retail Solutions LLP,https://e27.co/wenirman-retail-solutions-llp,http://www.wenirman.com/,India,"[[""Architecture & Construction"",""E-commerce"",""Real Estate"",""Retail"",""Smart Cities""]]","India’s first and only one stop destination to shop all post construction needs which includes categories like Electrical, Lighting, Bathware, Kitchenware, Hardware, Home Automation, etc.", , , , , , 
Smart AHC,https://e27.co/smart-ahc,https://www.smartahc.com/company/index,Singapore,"[[""Agritech""]]","Smart AHC provides e-traceability capabilities for pig farmers. Their technology optimises productivity yield of pigs through predictive analytics, and caters to a rapidly growing market", , , , , , 
Applato,https://e27.co/applato,https://www.myapplato.com/,Taiwan,,Applato is a restaurant platform that provides personalised dietary recommendations and meal ordering for people with special health needs., , , , , , 
Billion Hands Technology Pvt. Ltd,https://e27.co/billion-hands-technology-pvt-ltd,http://www.billionhands.in/,India,"[[""Software as a Service""]]",Billion Hands Technology is an outsourced product development company that provides end-to-end software solutions for domains that demand high-end technology., , , , , , 
Bowen Partners,https://e27.co/bowen-partners,http://www.bowenpartners.com.hk/,Hong Kong,"[[""Finance""]]","Bowen Partners is an executive search and talent development firm. They are true experts in identifying talent within Finance, Compliance & Risk within the Banking & Financial Services sectors.", , , , , , 
SleekDigital LLP,https://e27.co/sleekdigital-llp,https://www.sleekdigital.sg,Singapore,,We are a Singapore Mobile App Development Agency and Digital Consultancy providing cheap App Development and Digital Consulting Services., , , , , , 
Apta Biosciences,https://e27.co/apta-biosciences,http://www.aptabiosciences.com/,Singapore,"[[""Biotech"",""Big Data"",""Healthtech""]]","Apta Biosciences has developed a proprietary, groundbreaking method for creating synthetic alternatives to antibodies, a core component of medical diagnostics and therapeutics.", , , , , , 
Greatlike Media,https://e27.co/greatlike-media,https://www.greatlike.com/,United States of America,,Orange County Web Design and Digital Marketing Agency that specializes in website design and development services as well as internet marketing for small businesses., , , , , , 
Pulsehyip Software Solution,https://e27.co/pulsehyip-software-solution,https://www.pulsehyip.com/ethereum-dapps-development-company-in-india,India,,Pulsehyip is the best Ethereum DApp Development Services.  We dedicatedly working to bring the latest Ethereum blockchain development to cover cutting-edge technologies to bring you next level., , , , , , 
SuperCharger Fintech Accelerator,https://e27.co/supercharger-fintech-accelerator,https://www.fintechsupercharger.com/,Malaysia,"[[""Agency & Consulting"",""Finance""]]","Strategically located in Hong Kong and Kuala Lumpur, SuperCharger is the first FinTech accelerator dedicated to both early-stage and growth-stage startup companies. SuperCharger’s recent expansion int", , , , , , 
Indian OpenCart Developers,https://e27.co/indian-opencart-developers,http://www.indianopencartdevelopers.com/,India,"[[""Design "",""E-commerce"",""Information & Communications Technology""]]","Indian Opencart Developers is the best ecommerce website development service provider in India. We offers opencart development service, extension & maintenance services in India, USA,UK, Australia.", , , , , , 
CoinMarketFeed,https://e27.co/coinmarketfeed,https://www.coinmarketfeed.com/,India,"[[""Finance"",""Information & Communications Technology""]]","CoinMarketFeed Provides Cryptocurrency Prices, Coin Market Cap, Cryptocurrency News, Cryptocurrency 24h Volume. We also cover Cryptocurrency Exchange, Cryptocurrency Development and Technical Stats.", , , , , , 
Arcatron,https://e27.co/arcatron,http://arcatron.com/,India,"[[""Hardware"",""Mobile""]]",Arcatron is building the next generation of mobility devices to make technology the best care giver for individuals with limited mobility., , , , , , 
Zolo Stays,https://e27.co/zolo-stays,https://zolostays.com/,India,,"We're a young, funded tech-based startup that offers managed co-living spaces. We provide our clients with trusted and comfortable living through ready-to-move-in rented rooms/beds that offer the best", , , , , , 
IoTalents,https://e27.co/iotalents,http://www.iotalents.com/,Singapore,"[[""Human Resources""]]","An online Talents-as-a-Service platform for hirers and IT/Digital Contingent Workforce (contract workers and virtual talents) to get intelligently connected and transact, using our Talenlytics knowled", , , , , , 
theright.fit,https://e27.co/theright-fit,https://theright.fit/,Australia,"[[""Consumer"",""E-commerce"",""Retail""]]","theright.fit is a global marketplace to connect talent with brands & clients, locally and around the world", , , , , , 
sai stock,https://e27.co/sai-stock,https://www.saistock.com,India,,"sai stock is best nifty tips provider in india. we provides share market tips and free intraday tips via sms. Get sure profit of 10000 to 50000 daily with best share tips provider.
", , , , , , 
BiztechCS,https://e27.co/biztechcs,https://www.bizztechcs.com,India,,"Biztech Web Development Blog with latest information and updates about Web Development Services like php development, open source web development, custom website designing, Web Application Development", , , , , , 
elabeauty,https://e27.co/elabeauty,https://elabeauty.com.vn/collections/my-pham-kbone-va-zoley,Vietnam,,, , , , , , 
Timeless Prints Pty Ltd,https://e27.co/timeless-prints-pty-ltd,https://www.timelessprints.com.au/,Australia,,Your Adelaide Commercial Photography Specialists, , , , , , 
Fortune Props,https://e27.co/fortune-props,http://www.fortuneprops.com/,India,"[[""Real Estate""]]","Fortuneprops is a Technology Enabled Corporate Work Place Services Company in India. Being a dedicated commercial property website, We offer the widest range of commercial real estate in Bangalore.", , , , , , 
Live Biking ,https://e27.co/live-biking,http://livebiking.in/,India,"[[""Mobile"",""Enterprise Solution"",""Software as a Service"",""Information & Communications Technology""]]","""Live Biking"" is technology driven network of authorized service centers and local service centers meant for repair and servicing of motorcycles.", , , , , , 
ZipEvent,https://e27.co/zipevent,http://www.zipeventapp.com,Thailand,"[[""Mobile"",""PR & Communications"",""Software as a Service"",""Information & Communications Technology""]]",ZipEvent is all-in-one event Management & PR platform that seamlessly connects attendees with event organizers and exhibitors., , , , , , 
Flolab,https://e27.co/flolab,http://flolab.co/,Indonesia,"[[""Design "",""Agency & Consulting""]]",They are a design studio focused on Product & UX Design. They work with startups to create simple and easy to use products., , , , , , 
Crafline.co.id,https://e27.co/crafline-co-id,http://craftline.co.id/,Indonesia,"[[""Design "",""E-commerce"",""Retail"",""Information & Communications Technology""]]","Crafline.co.id a site selling a creative product in Indonesia to provide a special place for the creative industries to introduce, promote, and sell.", , , , , , 
Clankart,https://e27.co/clankart,http://www.clankart.com/,India,"[[""E-commerce"",""Education"",""Information & Communications Technology""]]","Clankart is a free platform where students can Buy, Sell study materials like books,notes, etc from & to their Senior,Junior grads respectively 'Inside their College'  bypassing middleman's commission", , , , , , 
TRIMIY,https://e27.co/trimiy,http://www.trimiy.com,Singapore,"[[""Enterprise Solution"",""Design "",""E-commerce"",""Internet of Things"",""Advertising"",""Media"",""Platform"",""Information & Communications Technology""]]","TRIMIY is a digital agency with its own online digital mall called TRIMIY mall. Our digital services spread across Design, Media, and Web & App.", , , , , , 
Teeyoot,https://e27.co/teeyoot,http://www.teeyoot.com,Malaysia,,Teeyoot.com is a B2C & C2C e-commerce marketplace that allows businesses and individuals to create custom merchandises and sell them on social media for profits at zero costs!, , , , , , 
Ownow,https://e27.co/ownow,http://www.ownow.com/,India,"[[""E-commerce"",""Advertising"",""Information & Communications Technology""]]","OWNOW is a place for a you to unravel starling stuff, know about it, own it at a value price along with helping and sharing the products reviews and rating", , , , , , 
Detecon International & Asia-Pacific,https://e27.co/detecon-asia-pacific,http://www.detecon.com/ap/en/ap-startseite,Thailand,,, , , , , , 
Tantan,https://e27.co/tantan,http://tantanapp.cn/,China,"[[""Mobile"",""Platform"",""Software as a Service"",""Information & Communications Technology""]]","Tantan is a mobile app where you can meet interesting people in a fun and easy way.
", , , , , , 
eMarketer,https://e27.co/emarketer,http://emarketer.com/,United States of America,"[[""Consumer"",""E-commerce"",""Agency & Consulting"",""Advertising"",""Mobile"",""Information & Communications Technology""]]",eMarketer is the first place to look for information that will help you make better decisions in a digital world. , , , , , , 
theartling,https://e27.co/theartling,http://theartling.com/,Singapore,"[[""Architecture & Construction"",""Design "",""Entertainment"",""Social Enterprise"",""Information & Communications Technology""]]",The Artling showcases a curated collection of artists from around Asia and aims to showcase their artwork whilst making them more accessible, , , , , , 
Connecto,https://e27.co/connecto,http://www.connecto.io/,India,"[[""Agency & Consulting"",""Information & Communications Technology"",""Software as a Service""]]",Connecto builds tools that helps marketers/product managers communicate better with their visitors, , , , , , 
The PoolHood ,https://e27.co/the-poolhood,https://thepoolhood.wordpress.com/,Singapore,"[[""Advertising"",""Food & Beverage"",""Information & Communications Technology""]]","The PoolHood introduces you to places with excellent ambience, food of high quality and most importantly, a game of pool.", , , , , , 
BES Technologies Limited,https://e27.co/bes-technologies-limited,http://bes.hk/,Hong Kong,"[[""Software as a Service"",""Agency & Consulting""]]",They provide enterprise systems. They specialize in developing custom software applications and implementing customized solutions., , , , , , 
Espay,https://e27.co/espay,http://espay.id/,Indonesia,"[[""Finance"",""Mobile""]]","More payment options: credit cards, debit, direct bank transfer, e-money, etc. Espay is a payment cloud with the widest, most complete bank and nonbank payment channels in Indonesia.", , , , , , 
hashnext,https://e27.co/hashnext,,Vietnam, ,, , , , , , 
Rauve Technologies,https://e27.co/rauve-technologies,http://www.rauvetech.com/,Malaysia,"[[""Design "",""Mobile"",""Information & Communications Technology""]]",Rauve Technologies builds better web and mobile apps., , , , , , 
Lamp Post,https://e27.co/lamp-post,http://www.lamppostmedia.in/,India,,"Lamp Post Media is one of the leading digital marketing agency in Bangalore. We work on only Focusing Quality. Our clients are Kargil, Ayyan Fire Works Etc Hey,

are you Looking for Website design com", , , , , , 
Ranta Technologies,https://e27.co/ranta-technologies,http://www.ranta.my,Malaysia,"[[""E-commerce"",""Platform"",""Information & Communications Technology""]]",Rent and not throw away any unused item. Ranta provides user to rent items that they need when needed for short period only. While owner can rent out items they do not need anymore., , , , , , 
Isharingsoft,https://e27.co/isharingsoft,http://isharingsoft.com/,South Korea,"[[""Platform""]]",iSharing is an app that provides a real-time locator service allowing family members and close friends to privately share their location information and communicate with each other., , , , , , 
Magento Experts,https://e27.co/magento-experts,http://www.enlighteneditdevelopment.com/,Singapore,"[[""Design "",""Mobile"",""Software as a Service"",""Information & Communications Technology""]]","Magento Experts, And Website Designers For Ecommerce Websites, Joomla Developers, Prestashop Designers And Wordpress designing By Expert PHP Programmers.", , , , , , 
iSend delivery Service Co Ltd,https://e27.co/i-send-delivery-service-co-ltd,http://www.vrush.ph,Philippines,"[[""Consumer"",""E-commerce"",""Logistics\/Supply Chain"",""Platform"",""Social Enterprise"",""Transportation""]]",We are a Full Suite Land Based Logistics Co., , , , , , 
Practo,https://e27.co/practo,https://www.practo.com/company/about,India,"[[""Consumer"",""Healthtech"",""Software as a Service"",""Information & Communications Technology""]]","Practo is a technology firm which enhances patient experience by revving-up clinics across India with simple, technology products.", , , , , , 
THE MISSING PUZZLE,https://e27.co/the-missing-puzzle,http://www.themissingpuzzle.com,Singapore,"[[""Big Data"",""Design "",""Mobile"",""Software as a Service"",""Agency & Consulting""]]","A Singapore custom software development company that focus on delivering high value Custom iOS & Android Mobile App, System Software and Embedded System.", , , , , , 
Express Cashback,https://e27.co/express-cashback,,India,,"Get Extra Cashback, Discounts, Coupons & Local Offers when you shop via Expresscashback.in at Flipkart, Jabong, Myntra, Bigbasket & More", , , , , , 
Ads in Motion Global,https://e27.co/ads-in-motion-global,http://www.aimglobal.sg,Singapore,"[[""Advertising"",""Mobile""]]",Ads in Motion Global LLP was set up to offer Singapore companies and brands a cost effective platform to adopt augmented reality as part of their business solution or marketing/advertising campaigns., , , , , , 
Govt Jobs Portal,https://e27.co/govt-jobs-portal,https://www.GovtJobsPortal.IN,India,,Online Govt Jobs Portal in India provides latest updates related to the Government jobs available all over India., , , , , , 
Zosite India,https://e27.co/zosite-india,http://www.zosite.com,India,,"Zosite is a specialized IT outsourcing company in Ahmedabad, offering some of the finest Web designing, Web Hosting, Web Development, Search Engine Optimization (SEO) and website audit services.", , , , , , 
CRT Network Solutions ,https://e27.co/crt-network-solutions,https://www.crtnetworksolutions.com.au/,Australia,,We are an IT support company based in Brisbane and the Sunshine Coast. Our company mission is to provide the best possible IT support experience to our clients. We are always readily available to take, , , , , , 
CrowdNet,https://e27.co/crowdnet,http://pasa-net.com/,Philippines,"[[""Mobile"",""Information & Communications Technology""]]","CrowdNet is a mobile platform that enables individuals and small businesses to resell their Internet airtime. Our app identifies the exact device it will share Internet with, and will allocate minutes", , , , , , 
PT Anterin Digital Nusantara,https://e27.co/pt-anterin-digital-nusantara,http://www.anterin.id,Indonesia,"[[""Logistics\/Supply Chain"",""Transportation""]]","Anterin is a (mobile) marketplace that connecting people for transportation and delivery need using auction mechanism which user can choose drivers based on price, type of vehicles, even gender.", , , , , , 
Deeds,https://e27.co/deeds,,Philippines,,"Deeds is a rewards based application, fueled by good deeds.  Users do simple random acts of kindness and receives 'Deed points.' Accumulated deed points are then rewarded in various ways.", , , , , , 
Woowa Brothers,https://e27.co/woowa-brothers,http://woowahan.com/,South Korea,,"WOOWA BROS (우아한형제들) is a Korean developer of smartphone applications and advertising platforms. WOOWA BROS was established in March 2011 in Seoul, Korea.", , , , , , 
3D Printing Studios Asia Pte Ltd,https://e27.co/3d-printing-studios-asia-pte-ltd,http://www.3DPrintingStudios.com,Singapore,"[[""Hardware"",""Enterprise Solution"",""Healthtech"",""Manufacturing"",""Medtech""]]",3D Printing Studios is the Pioneer and Leading one stop 3D Printing Service Bureau and Solution Provider with regional operation in Singapore and Australia, , , , , , 
Piggipo,https://e27.co/piggipo,http://www.piggipo.com,Thailand,"[[""Finance"",""Mobile"",""Software as a Service""]]",Piggipo is an application for managing Credit card in THAILAND., , , , , , 
Think Future Technologies,https://e27.co/think-future-technologies,https://www.tftus.com/,United States of America,"[[""Artificial Intelligence"",""Augmented Reality"",""Big Data"",""Blockchain"",""Design "",""Information & Communications Technology"",""Virtual Reality""]]","""Think Future Technologies (TFT) is a leading software development and testing company with their offices based in India, U.S,  and Isreal.", , , , , , 
Eleven Sports,https://e27.co/eleven-sports,http://elevensportsnetwork.com/,Singapore,"[[""Media"",""Sports""]]","ELEVEN SPORTS aims to be the leading global sports platform by meeting the demands of underserved, connected and local fans, everywhere.", , , , , , 
Burufly,https://e27.co/burufly,http://www.burufly.com/,Indonesia,"[[""E-commerce"",""Media"",""Travel"",""Information & Communications Technology""]]","Burufly is changing the way people research, plan, book and share their journeys.", , , , , , 
Roosterly,https://e27.co/roosterly,http://www.roosterly.com/,United States of America,,"We help individuals and small businesses build their personal brand, grow their network and increase sales by engaging with their social networks through quality curated content from top publishers.", , , , , , 
The ODM Group,https://e27.co/the-odm-group,http://www.theodmgroup.com/,China,"[[""Advertising""]]",, , , , , , 
AML360,https://e27.co/aml360,http://www.aml360software.com,Singapore,"[[""Big Data"",""Finance"",""Software as a Service""]]","AML360 is a leading vendor in anti-money laundering compliance software.  We provide businesses with a dashboard where they can carry out customer profiling, transaction monitoring and much more.", , , , , , 
Birthday and Corporate Event Organisers Mumbai - Party Planet,https://e27.co/birthday-and-corporate-event-organisers-mumbai-party-planet,http://www.partyplanetindia.com,India,"[[""Entertainment""]]","Planning an event that perfectly balances organisational excellence and the entertainment quotient is serious business, one that has been elevated to a fine art at Party Planet.", , , , , , 
webzentra,https://e27.co/webzentra,http://webzentra.co.in/,India,,Our digital marketing work speaks for itself. We deliver an outstanding service custom-tailored to each and every one of our clients — big or small., , , , , , 
VR Today Magazine,https://e27.co/vr-today-magazine,,United States of America,,, , , , , , 
Polama,https://e27.co/polama,http://www.polama.com/,India,"[[""Travel""]]","Polama is an online holiday comparison portal for tour packages and holiday deals from hundreds of tour operators, hotels & resorts.", , , , , , 
Discount Promo Codes,https://e27.co/discount-promo-codes,https://www.discountpromocodes.co.uk,United Kingdom,"[[""Enterprise Solution""]]","Discount promo codes is the money saving site in the United Kingdom that provide Discount Codes, Promo Codes and Deals for online shopping. We give 20% net profits to charity.", , , , , , 
ICONStrategies ,https://e27.co/iconstrategies,http://www.iconstrategiesbpo.com/,Philippines,"[[""Design "",""Enterprise Solution"",""Software as a Service"",""Information & Communications Technology""]]","At ICONStrategies, they focus on one thing, helping you succeed, and they offer a variety of services that can be tailored to fit your specific needs.", , , , , , 
Jebhealth,https://e27.co/jebhealth,https://jebhealth.com,Singapore,"[[""E-commerce"",""Healthtech""]]",An online marketplace for healthcare services with a focus on preventive care in Southeast Asia., , , , , , 
ECGObike,https://e27.co/ecgobike,http://www.ecgobike.co.id,Indonesia,"[[""Automotive"",""Cleantech"",""Consumer"",""Information & Communications Technology"",""Internet of Things""]]",, , , , , , 
8AM Vietnam,https://e27.co/8am,https://8am.vn,Vietnam,,, , , , , , 
SimWave,https://e27.co/simwave,https://www.simwave.ca/,Canada,"[[""Virtual Reality""]]",SimWave offers custom Virtual Reality and Augmented Reality development of compelling interactive training and experiential scenarios., , , , , , 
Talenta,https://e27.co/talenta,http://talenta.co/,Indonesia,"[[""Finance"",""Agency & Consulting"",""E-commerce"",""Human Resources"",""Software as a Service""]]","Talenta is a cloud-based Software as a Service that aims to help small and medium businesses manage their HR processes, from attendance, leave requests, overtime and most importantly: payroll.", , , , , , 
Giottus Technologies Private Limited,https://e27.co/giottus-technologies-private-limited,http://www.giottus.com,India,,Cryptocurrency exchange with support for multiple base pairs and powerful tools, , , , , , 
